a,b,s,d,flag,day,t
68,232000,,24.0,true,1970-08-21,2013-07-15 10:05:32
69,233000,tag3,25.5,false,1970-08-22,2013-07-15 10:05:33
70,234000,tag4,27.0,true,1970-08-23,2013-07-15 10:05:34
71,235000,tag0,28.5,false,1970-08-24,2013-07-15 10:05:35
72,236000,tag1,30.0,true,1970-08-25,2013-07-15 10:05:36
73,237000,tag2,31.5,false,1970-08-26,2013-07-15 10:05:37
74,238000,tag3,33.0,true,1970-08-27,2013-07-15 10:05:38
75,239000,,34.5,false,1970-08-28,2013-07-15 10:05:39
76,240000,tag0,36.0,true,1970-08-29,2013-07-15 10:05:40
77,241000,tag1,37.5,false,1970-08-30,2013-07-15 10:05:41
78,242000,tag2,39.0,true,1970-08-31,2013-07-15 10:05:42
79,243000,tag3,40.5,false,1970-09-01,2013-07-15 10:05:43
80,244000,tag4,42.0,true,1970-09-02,2013-07-15 10:05:44
81,245000,tag0,43.5,false,1970-09-03,2013-07-15 10:05:45
82,246000,,45.0,true,1970-09-04,2013-07-15 10:05:46
83,247000,tag2,46.5,false,1970-09-05,2013-07-15 10:05:47
84,248000,tag3,48.0,true,1970-09-06,2013-07-15 10:05:48
85,249000,tag4,49.5,false,1970-09-07,2013-07-15 10:05:49
86,250000,tag0,51.0,true,1970-09-08,2013-07-15 10:05:50
87,251000,tag1,52.5,false,1970-09-09,2013-07-15 10:05:51
88,252000,tag2,54.0,true,1970-09-10,2013-07-15 10:05:52
89,253000,,55.5,false,1970-09-11,2013-07-15 10:05:53
90,254000,tag4,57.0,true,1970-09-12,2013-07-15 10:05:54
91,255000,tag0,58.5,false,1970-09-13,2013-07-15 10:05:55
92,256000,tag1,60.0,true,1970-09-14,2013-07-15 10:05:56
93,257000,tag2,61.5,false,1970-09-15,2013-07-15 10:05:57
94,258000,tag3,63.0,true,1970-09-16,2013-07-15 10:05:58
95,259000,tag4,64.5,false,1970-09-17,2013-07-15 10:05:59
96,260000,,66.0,true,1970-09-18,2013-07-15 10:06:00
0,261000,tag1,67.5,false,1970-09-19,2013-07-15 10:06:01
1,262000,tag2,69.0,true,1970-09-20,2013-07-15 10:06:02
2,263000,tag3,70.5,false,1970-09-21,2013-07-15 10:06:03
3,264000,tag4,72.0,true,1970-09-22,2013-07-15 10:06:04
4,265000,tag0,73.5,false,1970-09-23,2013-07-15 10:06:05
5,266000,tag1,75.0,true,1970-09-24,2013-07-15 10:06:06
6,267000,,76.5,false,1970-09-25,2013-07-15 10:06:07
7,268000,tag3,78.0,true,1970-09-26,2013-07-15 10:06:08
8,269000,tag4,79.5,false,1970-09-27,2013-07-15 10:06:09
9,270000,tag0,81.0,true,1970-09-28,2013-07-15 10:06:10
10,271000,tag1,82.5,false,1970-09-29,2013-07-15 10:06:11
11,272000,tag2,84.0,true,1970-09-30,2013-07-15 10:06:12
12,273000,tag3,85.5,false,1970-10-01,2013-07-15 10:06:13
13,274000,,87.0,true,1970-10-02,2013-07-15 10:06:14
14,275000,tag0,88.5,false,1970-10-03,2013-07-15 10:06:15
15,276000,tag1,90.0,true,1970-10-04,2013-07-15 10:06:16
16,277000,tag2,91.5,false,1970-10-05,2013-07-15 10:06:17
17,278000,tag3,93.0,true,1970-10-06,2013-07-15 10:06:18
18,279000,tag4,94.5,false,1970-10-07,2013-07-15 10:06:19
19,280000,tag0,0.0,true,1970-10-08,2013-07-15 10:06:20
20,281000,,1.5,false,1970-10-09,2013-07-15 10:06:21
21,282000,tag2,3.0,true,1970-10-10,2013-07-15 10:06:22
22,283000,tag3,4.5,false,1970-10-11,2013-07-15 10:06:23
23,284000,tag4,6.0,true,1970-10-12,2013-07-15 10:06:24
24,285000,tag0,7.5,false,1970-10-13,2013-07-15 10:06:25
25,286000,tag1,9.0,true,1970-10-14,2013-07-15 10:06:26
26,287000,tag2,10.5,false,1970-10-15,2013-07-15 10:06:27
27,288000,,12.0,true,1970-10-16,2013-07-15 10:06:28
28,289000,tag4,13.5,false,1970-10-17,2013-07-15 10:06:29
29,290000,tag0,15.0,true,1970-10-18,2013-07-15 10:06:30
30,291000,tag1,16.5,false,1970-10-19,2013-07-15 10:06:31
31,292000,tag2,18.0,true,1970-10-20,2013-07-15 10:06:32
32,293000,tag3,19.5,false,1970-10-21,2013-07-15 10:06:33
33,294000,tag4,21.0,true,1970-10-22,2013-07-15 10:06:34
34,295000,,22.5,false,1970-10-23,2013-07-15 10:06:35
35,296000,tag1,24.0,true,1970-10-24,2013-07-15 10:06:36
36,297000,tag2,25.5,false,1970-10-25,2013-07-15 10:06:37
37,298000,tag3,27.0,true,1970-10-26,2013-07-15 10:06:38
38,299000,tag4,28.5,false,1970-10-27,2013-07-15 10:06:39
39,300000,tag0,30.0,true,1970-10-28,2013-07-15 10:06:40
40,301000,tag1,31.5,false,1970-10-29,2013-07-15 10:06:41
41,302000,,33.0,true,1970-10-30,2013-07-15 10:06:42
42,303000,tag3,34.5,false,1970-10-31,2013-07-15 10:06:43
43,304000,tag4,36.0,true,1970-11-01,2013-07-15 10:06:44
44,305000,tag0,37.5,false,1970-11-02,2013-07-15 10:06:45
45,306000,tag1,39.0,true,1970-11-03,2013-07-15 10:06:46
46,307000,tag2,40.5,false,1970-11-04,2013-07-15 10:06:47
47,308000,tag3,42.0,true,1970-11-05,2013-07-15 10:06:48
48,309000,,43.5,false,1970-11-06,2013-07-15 10:06:49
49,310000,tag0,45.0,true,1970-11-07,2013-07-15 10:06:50
50,311000,tag1,46.5,false,1970-11-08,2013-07-15 10:06:51
51,312000,tag2,48.0,true,1970-11-09,2013-07-15 10:06:52
52,313000,tag3,49.5,false,1970-11-10,2013-07-15 10:06:53
53,314000,tag4,51.0,true,1970-11-11,2013-07-15 10:06:54
54,315000,tag0,52.5,false,1970-11-12,2013-07-15 10:06:55
55,316000,,54.0,true,1970-11-13,2013-07-15 10:06:56
56,317000,tag2,55.5,false,1970-11-14,2013-07-15 10:06:57
57,318000,tag3,57.0,true,1970-11-15,2013-07-15 10:06:58
58,319000,tag4,58.5,false,1970-11-16,2013-07-15 10:06:59
59,320000,tag0,60.0,true,1970-11-17,2013-07-15 10:07:00
60,321000,tag1,61.5,false,1970-11-18,2013-07-15 10:07:01
61,322000,tag2,63.0,true,1970-11-19,2013-07-15 10:07:02
62,323000,,64.5,false,1970-11-20,2013-07-15 10:07:03
63,324000,tag4,66.0,true,1970-11-21,2013-07-15 10:07:04
64,325000,tag0,67.5,false,1970-11-22,2013-07-15 10:07:05
65,326000,tag1,69.0,true,1970-11-23,2013-07-15 10:07:06
66,327000,tag2,70.5,false,1970-11-24,2013-07-15 10:07:07
67,328000,tag3,72.0,true,1970-11-25,2013-07-15 10:07:08
68,329000,tag4,73.5,false,1970-11-26,2013-07-15 10:07:09
69,330000,,75.0,true,1970-11-27,2013-07-15 10:07:10
70,331000,tag1,76.5,false,1970-11-28,2013-07-15 10:07:11
71,332000,tag2,78.0,true,1970-11-29,2013-07-15 10:07:12
72,333000,tag3,79.5,false,1970-11-30,2013-07-15 10:07:13
73,334000,tag4,81.0,true,1970-12-01,2013-07-15 10:07:14
74,335000,tag0,82.5,false,1970-12-02,2013-07-15 10:07:15
75,336000,tag1,84.0,true,1970-12-03,2013-07-15 10:07:16
76,337000,,85.5,false,1970-12-04,2013-07-15 10:07:17
77,338000,tag3,87.0,true,1970-12-05,2013-07-15 10:07:18
78,339000,tag4,88.5,false,1970-12-06,2013-07-15 10:07:19
79,340000,tag0,90.0,true,1970-12-07,2013-07-15 10:07:20
80,341000,tag1,91.5,false,1970-12-08,2013-07-15 10:07:21
81,342000,tag2,93.0,true,1970-12-09,2013-07-15 10:07:22
82,343000,tag3,94.5,false,1970-12-10,2013-07-15 10:07:23
83,344000,,0.0,true,1970-12-11,2013-07-15 10:07:24
84,345000,tag0,1.5,false,1970-12-12,2013-07-15 10:07:25
85,346000,tag1,3.0,true,1970-12-13,2013-07-15 10:07:26
86,347000,tag2,4.5,false,1970-12-14,2013-07-15 10:07:27
87,348000,tag3,6.0,true,1970-12-15,2013-07-15 10:07:28
88,349000,tag4,7.5,false,1970-12-16,2013-07-15 10:07:29
89,350000,tag0,9.0,true,1970-12-17,2013-07-15 10:07:30
90,351000,,10.5,false,1970-12-18,2013-07-15 10:07:31
91,352000,tag2,12.0,true,1970-12-19,2013-07-15 10:07:32
92,353000,tag3,13.5,false,1970-12-20,2013-07-15 10:07:33
93,354000,tag4,15.0,true,1970-12-21,2013-07-15 10:07:34
94,355000,tag0,16.5,false,1970-12-22,2013-07-15 10:07:35
95,356000,tag1,18.0,true,1970-12-23,2013-07-15 10:07:36
96,357000,tag2,19.5,false,1970-12-24,2013-07-15 10:07:37
0,358000,,21.0,true,1970-12-25,2013-07-15 10:07:38
1,359000,tag4,22.5,false,1970-12-26,2013-07-15 10:07:39
2,360000,tag0,24.0,true,1970-12-27,2013-07-15 10:07:40
3,361000,tag1,25.5,false,1970-12-28,2013-07-15 10:07:41
4,362000,tag2,27.0,true,1970-12-29,2013-07-15 10:07:42
5,363000,tag3,28.5,false,1970-12-30,2013-07-15 10:07:43
6,364000,tag4,30.0,true,1970-12-31,2013-07-15 10:07:44
7,365000,,31.5,false,1971-01-01,2013-07-15 10:07:45
8,366000,tag1,33.0,true,1971-01-02,2013-07-15 10:07:46
9,367000,tag2,34.5,false,1971-01-03,2013-07-15 10:07:47
10,368000,tag3,36.0,true,1971-01-04,2013-07-15 10:07:48
11,369000,tag4,37.5,false,1971-01-05,2013-07-15 10:07:49
12,370000,tag0,39.0,true,1971-01-06,2013-07-15 10:07:50
13,371000,tag1,40.5,false,1971-01-07,2013-07-15 10:07:51
14,372000,,42.0,true,1971-01-08,2013-07-15 10:07:52
15,373000,tag3,43.5,false,1971-01-09,2013-07-15 10:07:53
16,374000,tag4,45.0,true,1971-01-10,2013-07-15 10:07:54
17,375000,tag0,46.5,false,1971-01-11,2013-07-15 10:07:55
18,376000,tag1,48.0,true,1971-01-12,2013-07-15 10:07:56
19,377000,tag2,49.5,false,1971-01-13,2013-07-15 10:07:57
20,378000,tag3,51.0,true,1971-01-14,2013-07-15 10:07:58
21,379000,,52.5,false,1971-01-15,2013-07-15 10:07:59
22,380000,tag0,54.0,true,1971-01-16,2013-07-15 10:08:00
23,381000,tag1,55.5,false,1971-01-17,2013-07-15 10:08:01
24,382000,tag2,57.0,true,1971-01-18,2013-07-15 10:08:02
25,383000,tag3,58.5,false,1971-01-19,2013-07-15 10:08:03
26,384000,tag4,60.0,true,1971-01-20,2013-07-15 10:08:04
27,385000,tag0,61.5,false,1971-01-21,2013-07-15 10:08:05
28,386000,,63.0,true,1971-01-22,2013-07-15 10:08:06
29,387000,tag2,64.5,false,1971-01-23,2013-07-15 10:08:07
30,388000,tag3,66.0,true,1971-01-24,2013-07-15 10:08:08
31,389000,tag4,67.5,false,1971-01-25,2013-07-15 10:08:09
32,390000,tag0,69.0,true,1971-01-26,2013-07-15 10:08:10
33,391000,tag1,70.5,false,1971-01-27,2013-07-15 10:08:11
34,392000,tag2,72.0,true,1971-01-28,2013-07-15 10:08:12
35,393000,,73.5,false,1971-01-29,2013-07-15 10:08:13
36,394000,tag4,75.0,true,1971-01-30,2013-07-15 10:08:14
37,395000,tag0,76.5,false,1971-01-31,2013-07-15 10:08:15
38,396000,tag1,78.0,true,1971-02-01,2013-07-15 10:08:16
39,397000,tag2,79.5,false,1971-02-02,2013-07-15 10:08:17
40,398000,tag3,81.0,true,1971-02-03,2013-07-15 10:08:18
41,399000,tag4,82.5,false,1971-02-04,2013-07-15 10:08:19
42,400000,,84.0,true,1971-02-05,2013-07-15 10:08:20
43,401000,tag1,85.5,false,1971-02-06,2013-07-15 10:08:21
44,402000,tag2,87.0,true,1971-02-07,2013-07-15 10:08:22
45,403000,tag3,88.5,false,1971-02-08,2013-07-15 10:08:23
46,404000,tag4,90.0,true,1971-02-09,2013-07-15 10:08:24
47,405000,tag0,91.5,false,1971-02-10,2013-07-15 10:08:25
48,406000,tag1,93.0,true,1971-02-11,2013-07-15 10:08:26
49,407000,,94.5,false,1971-02-12,2013-07-15 10:08:27
50,408000,tag3,0.0,true,1971-02-13,2013-07-15 10:08:28
51,409000,tag4,1.5,false,1971-02-14,2013-07-15 10:08:29
52,410000,tag0,3.0,true,1971-02-15,2013-07-15 10:08:30
53,411000,tag1,4.5,false,1971-02-16,2013-07-15 10:08:31
54,412000,tag2,6.0,true,1971-02-17,2013-07-15 10:08:32
55,413000,tag3,7.5,false,1971-02-18,2013-07-15 10:08:33
56,414000,,9.0,true,1971-02-19,2013-07-15 10:08:34
57,415000,tag0,10.5,false,1971-02-20,2013-07-15 10:08:35
58,416000,tag1,12.0,true,1971-02-21,2013-07-15 10:08:36
59,417000,tag2,13.5,false,1971-02-22,2013-07-15 10:08:37
60,418000,tag3,15.0,true,1971-02-23,2013-07-15 10:08:38
61,419000,tag4,16.5,false,1971-02-24,2013-07-15 10:08:39
62,420000,tag0,18.0,true,1971-02-25,2013-07-15 10:08:40
63,421000,,19.5,false,1971-02-26,2013-07-15 10:08:41
64,422000,tag2,21.0,true,1971-02-27,2013-07-15 10:08:42
65,423000,tag3,22.5,false,1971-02-28,2013-07-15 10:08:43
66,424000,tag4,24.0,true,1971-03-01,2013-07-15 10:08:44
67,425000,tag0,25.5,false,1971-03-02,2013-07-15 10:08:45
68,426000,tag1,27.0,true,1971-03-03,2013-07-15 10:08:46
69,427000,tag2,28.5,false,1971-03-04,2013-07-15 10:08:47
70,428000,,30.0,true,1971-03-05,2013-07-15 10:08:48
71,429000,tag4,31.5,false,1971-03-06,2013-07-15 10:08:49
72,430000,tag0,33.0,true,1971-03-07,2013-07-15 10:08:50
73,431000,tag1,34.5,false,1971-03-08,2013-07-15 10:08:51
74,432000,tag2,36.0,true,1971-03-09,2013-07-15 10:08:52
75,433000,tag3,37.5,false,1971-03-10,2013-07-15 10:08:53
76,434000,tag4,39.0,true,1971-03-11,2013-07-15 10:08:54
77,435000,,40.5,false,1971-03-12,2013-07-15 10:08:55
78,436000,tag1,42.0,true,1971-03-13,2013-07-15 10:08:56
79,437000,tag2,43.5,false,1971-03-14,2013-07-15 10:08:57
80,438000,tag3,45.0,true,1971-03-15,2013-07-15 10:08:58
81,439000,tag4,46.5,false,1971-03-16,2013-07-15 10:08:59
82,440000,tag0,48.0,true,1971-03-17,2013-07-15 10:09:00
83,441000,tag1,49.5,false,1971-03-18,2013-07-15 10:09:01
84,442000,,51.0,true,1971-03-19,2013-07-15 10:09:02
85,443000,tag3,52.5,false,1971-03-20,2013-07-15 10:09:03
86,444000,tag4,54.0,true,1971-03-21,2013-07-15 10:09:04
87,445000,tag0,55.5,false,1971-03-22,2013-07-15 10:09:05
88,446000,tag1,57.0,true,1971-03-23,2013-07-15 10:09:06
89,447000,tag2,58.5,false,1971-03-24,2013-07-15 10:09:07
90,448000,tag3,60.0,true,1971-03-25,2013-07-15 10:09:08
91,449000,,61.5,false,1971-03-26,2013-07-15 10:09:09
92,450000,tag0,63.0,true,1971-03-27,2013-07-15 10:09:10
93,451000,tag1,64.5,false,1971-03-28,2013-07-15 10:09:11
94,452000,tag2,66.0,true,1971-03-29,2013-07-15 10:09:12
95,453000,tag3,67.5,false,1971-03-30,2013-07-15 10:09:13
96,454000,tag4,69.0,true,1971-03-31,2013-07-15 10:09:14
0,455000,tag0,70.5,false,1971-04-01,2013-07-15 10:09:15
1,456000,,72.0,true,1971-04-02,2013-07-15 10:09:16
2,457000,tag2,73.5,false,1971-04-03,2013-07-15 10:09:17
3,458000,tag3,75.0,true,1971-04-04,2013-07-15 10:09:18
4,459000,tag4,76.5,false,1971-04-05,2013-07-15 10:09:19
5,460000,tag0,78.0,true,1971-04-06,2013-07-15 10:09:20
6,461000,tag1,79.5,false,1971-04-07,2013-07-15 10:09:21
7,462000,tag2,81.0,true,1971-04-08,2013-07-15 10:09:22
8,463000,,82.5,false,1971-04-09,2013-07-15 10:09:23
9,464000,tag4,84.0,true,1971-04-10,2013-07-15 10:09:24
10,465000,tag0,85.5,false,1971-04-11,2013-07-15 10:09:25
11,466000,tag1,87.0,true,1971-04-12,2013-07-15 10:09:26
12,467000,tag2,88.5,false,1971-04-13,2013-07-15 10:09:27
13,468000,tag3,90.0,true,1971-04-14,2013-07-15 10:09:28
14,469000,tag4,91.5,false,1971-04-15,2013-07-15 10:09:29
15,470000,,93.0,true,1971-04-16,2013-07-15 10:09:30
16,471000,tag1,94.5,false,1971-04-17,2013-07-15 10:09:31
17,472000,tag2,0.0,true,1971-04-18,2013-07-15 10:09:32
18,473000,tag3,1.5,false,1971-04-19,2013-07-15 10:09:33
19,474000,tag4,3.0,true,1971-04-20,2013-07-15 10:09:34
20,475000,tag0,4.5,false,1971-04-21,2013-07-15 10:09:35
21,476000,tag1,6.0,true,1971-04-22,2013-07-15 10:09:36
22,477000,,7.5,false,1971-04-23,2013-07-15 10:09:37
23,478000,tag3,9.0,true,1971-04-24,2013-07-15 10:09:38
24,479000,tag4,10.5,false,1971-04-25,2013-07-15 10:09:39
25,480000,tag0,12.0,true,1971-04-26,2013-07-15 10:09:40
26,481000,tag1,13.5,false,1971-04-27,2013-07-15 10:09:41
27,482000,tag2,15.0,true,1971-04-28,2013-07-15 10:09:42
28,483000,tag3,16.5,false,1971-04-29,2013-07-15 10:09:43
29,484000,,18.0,true,1971-04-30,2013-07-15 10:09:44
30,485000,tag0,19.5,false,1971-05-01,2013-07-15 10:09:45
31,486000,tag1,21.0,true,1971-05-02,2013-07-15 10:09:46
32,487000,tag2,22.5,false,1971-05-03,2013-07-15 10:09:47
33,488000,tag3,24.0,true,1971-05-04,2013-07-15 10:09:48
34,489000,tag4,25.5,false,1971-05-05,2013-07-15 10:09:49
35,490000,tag0,27.0,true,1971-05-06,2013-07-15 10:09:50
36,491000,,28.5,false,1971-05-07,2013-07-15 10:09:51
37,492000,tag2,30.0,true,1971-05-08,2013-07-15 10:09:52
38,493000,tag3,31.5,false,1971-05-09,2013-07-15 10:09:53
39,494000,tag4,33.0,true,1971-05-10,2013-07-15 10:09:54
40,495000,tag0,34.5,false,1971-05-11,2013-07-15 10:09:55
41,496000,tag1,36.0,true,1971-05-12,2013-07-15 10:09:56
42,497000,tag2,37.5,false,1971-05-13,2013-07-15 10:09:57
43,498000,,39.0,true,1971-05-14,2013-07-15 10:09:58
44,499000,tag4,40.5,false,1971-05-15,2013-07-15 10:09:59
45,500000,tag0,42.0,true,1971-05-16,2013-07-15 10:10:00
46,501000,tag1,43.5,false,1971-05-17,2013-07-15 10:10:01
47,502000,tag2,45.0,true,1971-05-18,2013-07-15 10:10:02
48,503000,tag3,46.5,false,1971-05-19,2013-07-15 10:10:03
49,504000,tag4,48.0,true,1971-05-20,2013-07-15 10:10:04
50,505000,,49.5,false,1971-05-21,2013-07-15 10:10:05
51,506000,tag1,51.0,true,1971-05-22,2013-07-15 10:10:06
52,507000,tag2,52.5,false,1971-05-23,2013-07-15 10:10:07
53,508000,tag3,54.0,true,1971-05-24,2013-07-15 10:10:08
54,509000,tag4,55.5,false,1971-05-25,2013-07-15 10:10:09
55,510000,tag0,57.0,true,1971-05-26,2013-07-15 10:10:10
56,511000,tag1,58.5,false,1971-05-27,2013-07-15 10:10:11
57,512000,,60.0,true,1971-05-28,2013-07-15 10:10:12
58,513000,tag3,61.5,false,1971-05-29,2013-07-15 10:10:13
59,514000,tag4,63.0,true,1971-05-30,2013-07-15 10:10:14
60,515000,tag0,64.5,false,1971-05-31,2013-07-15 10:10:15
61,516000,tag1,66.0,true,1971-06-01,2013-07-15 10:10:16
62,517000,tag2,67.5,false,1971-06-02,2013-07-15 10:10:17
63,518000,tag3,69.0,true,1971-06-03,2013-07-15 10:10:18
64,519000,,70.5,false,1971-06-04,2013-07-15 10:10:19
65,520000,tag0,72.0,true,1971-06-05,2013-07-15 10:10:20
66,521000,tag1,73.5,false,1971-06-06,2013-07-15 10:10:21
67,522000,tag2,75.0,true,1971-06-07,2013-07-15 10:10:22
68,523000,tag3,76.5,false,1971-06-08,2013-07-15 10:10:23
69,524000,tag4,78.0,true,1971-06-09,2013-07-15 10:10:24
70,525000,tag0,79.5,false,1971-06-10,2013-07-15 10:10:25
71,526000,,81.0,true,1971-06-11,2013-07-15 10:10:26
72,527000,tag2,82.5,false,1971-06-12,2013-07-15 10:10:27
73,528000,tag3,84.0,true,1971-06-13,2013-07-15 10:10:28
74,529000,tag4,85.5,false,1971-06-14,2013-07-15 10:10:29
75,530000,tag0,87.0,true,1971-06-15,2013-07-15 10:10:30
76,531000,tag1,88.5,false,1971-06-16,2013-07-15 10:10:31
77,532000,tag2,90.0,true,1971-06-17,2013-07-15 10:10:32
78,533000,,91.5,false,1971-06-18,2013-07-15 10:10:33
79,534000,tag4,93.0,true,1971-06-19,2013-07-15 10:10:34
80,535000,tag0,94.5,false,1971-06-20,2013-07-15 10:10:35
81,536000,tag1,0.0,true,1971-06-21,2013-07-15 10:10:36
82,537000,tag2,1.5,false,1971-06-22,2013-07-15 10:10:37
83,538000,tag3,3.0,true,1971-06-23,2013-07-15 10:10:38
84,539000,tag4,4.5,false,1971-06-24,2013-07-15 10:10:39
85,540000,,6.0,true,1971-06-25,2013-07-15 10:10:40
86,541000,tag1,7.5,false,1971-06-26,2013-07-15 10:10:41
87,542000,tag2,9.0,true,1971-06-27,2013-07-15 10:10:42
88,543000,tag3,10.5,false,1971-06-28,2013-07-15 10:10:43
89,544000,tag4,12.0,true,1971-06-29,2013-07-15 10:10:44
90,545000,tag0,13.5,false,1971-06-30,2013-07-15 10:10:45
91,546000,tag1,15.0,true,1971-07-01,2013-07-15 10:10:46
92,547000,,16.5,false,1971-07-02,2013-07-15 10:10:47
93,548000,tag3,18.0,true,1971-07-03,2013-07-15 10:10:48
94,549000,tag4,19.5,false,1971-07-04,2013-07-15 10:10:49
95,550000,tag0,21.0,true,1971-07-05,2013-07-15 10:10:50
96,551000,tag1,22.5,false,1971-07-06,2013-07-15 10:10:51
0,552000,tag2,24.0,true,1971-07-07,2013-07-15 10:10:52
1,553000,tag3,25.5,false,1971-07-08,2013-07-15 10:10:53
2,554000,,27.0,true,1971-07-09,2013-07-15 10:10:54
3,555000,tag0,28.5,false,1971-07-10,2013-07-15 10:10:55
4,556000,tag1,30.0,true,1971-07-11,2013-07-15 10:10:56
5,557000,tag2,31.5,false,1971-07-12,2013-07-15 10:10:57
6,558000,tag3,33.0,true,1971-07-13,2013-07-15 10:10:58
7,559000,tag4,34.5,false,1971-07-14,2013-07-15 10:10:59
8,560000,tag0,36.0,true,1971-07-15,2013-07-15 10:11:00
9,561000,,37.5,false,1971-07-16,2013-07-15 10:11:01
10,562000,tag2,39.0,true,1971-07-17,2013-07-15 10:11:02
11,563000,tag3,40.5,false,1971-07-18,2013-07-15 10:11:03
12,564000,tag4,42.0,true,1971-07-19,2013-07-15 10:11:04
13,565000,tag0,43.5,false,1971-07-20,2013-07-15 10:11:05
14,566000,tag1,45.0,true,1971-07-21,2013-07-15 10:11:06
15,567000,tag2,46.5,false,1971-07-22,2013-07-15 10:11:07
16,568000,,48.0,true,1971-07-23,2013-07-15 10:11:08
17,569000,tag4,49.5,false,1971-07-24,2013-07-15 10:11:09
18,570000,tag0,51.0,true,1971-07-25,2013-07-15 10:11:10
19,571000,tag1,52.5,false,1971-07-26,2013-07-15 10:11:11
20,572000,tag2,54.0,true,1971-07-27,2013-07-15 10:11:12
21,573000,tag3,55.5,false,1971-07-28,2013-07-15 10:11:13
22,574000,tag4,57.0,true,1971-07-29,2013-07-15 10:11:14
23,575000,,58.5,false,1971-07-30,2013-07-15 10:11:15
24,576000,tag1,60.0,true,1971-07-31,2013-07-15 10:11:16
25,577000,tag2,61.5,false,1971-08-01,2013-07-15 10:11:17
26,578000,tag3,63.0,true,1971-08-02,2013-07-15 10:11:18
27,579000,tag4,64.5,false,1971-08-03,2013-07-15 10:11:19
28,580000,tag0,66.0,true,1971-08-04,2013-07-15 10:11:20
29,581000,tag1,67.5,false,1971-08-05,2013-07-15 10:11:21
30,582000,,69.0,true,1971-08-06,2013-07-15 10:11:22
31,583000,tag3,70.5,false,1971-08-07,2013-07-15 10:11:23
32,584000,tag4,72.0,true,1971-08-08,2013-07-15 10:11:24
33,585000,tag0,73.5,false,1971-08-09,2013-07-15 10:11:25
34,586000,tag1,75.0,true,1971-08-10,2013-07-15 10:11:26
35,587000,tag2,76.5,false,1971-08-11,2013-07-15 10:11:27
36,588000,tag3,78.0,true,1971-08-12,2013-07-15 10:11:28
37,589000,,79.5,false,1971-08-13,2013-07-15 10:11:29
38,590000,tag0,81.0,true,1971-08-14,2013-07-15 10:11:30
39,591000,tag1,82.5,false,1971-08-15,2013-07-15 10:11:31
40,592000,tag2,84.0,true,1971-08-16,2013-07-15 10:11:32
41,593000,tag3,85.5,false,1971-08-17,2013-07-15 10:11:33
42,594000,tag4,87.0,true,1971-08-18,2013-07-15 10:11:34
43,595000,tag0,88.5,false,1971-08-19,2013-07-15 10:11:35
44,596000,,90.0,true,1971-08-20,2013-07-15 10:11:36
45,597000,tag2,91.5,false,1971-08-21,2013-07-15 10:11:37
46,598000,tag3,93.0,true,1971-08-22,2013-07-15 10:11:38
47,599000,tag4,94.5,false,1971-08-23,2013-07-15 10:11:39
48,600000,tag0,0.0,true,1971-08-24,2013-07-15 10:11:40
49,601000,tag1,1.5,false,1971-08-25,2013-07-15 10:11:41
50,602000,tag2,3.0,true,1971-08-26,2013-07-15 10:11:42
51,603000,,4.5,false,1971-08-27,2013-07-15 10:11:43
52,604000,tag4,6.0,true,1971-08-28,2013-07-15 10:11:44
53,605000,tag0,7.5,false,1971-08-29,2013-07-15 10:11:45
54,606000,tag1,9.0,true,1971-08-30,2013-07-15 10:11:46
55,607000,tag2,10.5,false,1971-08-31,2013-07-15 10:11:47
56,608000,tag3,12.0,true,1971-09-01,2013-07-15 10:11:48
57,609000,tag4,13.5,false,1971-09-02,2013-07-15 10:11:49
58,610000,,15.0,true,1971-09-03,2013-07-15 10:11:50
59,611000,tag1,16.5,false,1971-09-04,2013-07-15 10:11:51
60,612000,tag2,18.0,true,1971-09-05,2013-07-15 10:11:52
61,613000,tag3,19.5,false,1971-09-06,2013-07-15 10:11:53
62,614000,tag4,21.0,true,1971-09-07,2013-07-15 10:11:54
63,615000,tag0,22.5,false,1971-09-08,2013-07-15 10:11:55
64,616000,tag1,24.0,true,1971-09-09,2013-07-15 10:11:56
65,617000,,25.5,false,1971-09-10,2013-07-15 10:11:57
66,618000,tag3,27.0,true,1971-09-11,2013-07-15 10:11:58
67,619000,tag4,28.5,false,1971-09-12,2013-07-15 10:11:59
68,620000,tag0,30.0,true,1971-09-13,2013-07-15 10:12:00
69,621000,tag1,31.5,false,1971-09-14,2013-07-15 10:12:01
70,622000,tag2,33.0,true,1971-09-15,2013-07-15 10:12:02
71,623000,tag3,34.5,false,1971-09-16,2013-07-15 10:12:03
72,624000,,36.0,true,1971-09-17,2013-07-15 10:12:04
73,625000,tag0,37.5,false,1971-09-18,2013-07-15 10:12:05
74,626000,tag1,39.0,true,1971-09-19,2013-07-15 10:12:06
75,627000,tag2,40.5,false,1971-09-20,2013-07-15 10:12:07
76,628000,tag3,42.0,true,1971-09-21,2013-07-15 10:12:08
77,629000,tag4,43.5,false,1971-09-22,2013-07-15 10:12:09
78,630000,tag0,45.0,true,1971-09-23,2013-07-15 10:12:10
79,631000,,46.5,false,1971-09-24,2013-07-15 10:12:11
80,632000,tag2,48.0,true,1971-09-25,2013-07-15 10:12:12
81,633000,tag3,49.5,false,1971-09-26,2013-07-15 10:12:13
82,634000,tag4,51.0,true,1971-09-27,2013-07-15 10:12:14
83,635000,tag0,52.5,false,1971-09-28,2013-07-15 10:12:15
